seed,episode,global_step,epsilon,episode_return,episode_steps,buffer_size,reward_weights_norm,sr_loss,reward_loss,total_loss,mean_q,margin_loss,mean_q_gap
2,1,50,0.9968333333333333,-0.4999999888241291,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,93,0.9936666666666667,0.5800000093877316,43,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,143,0.9905,-0.4999999888241291,50,143,0.03477194532752037,0.007172516081482172,0.030312303453683853,0.1587340235710144,0.01372408028692007,0.0,0.0
2,4,193,0.9873333333333333,-0.4999999888241291,50,193,0.12087095528841019,0.013261061161756516,1.3454445252136793e-05,0.013328333385288715,0.11794821172952652,0.0,0.0
2,5,243,0.9841666666666666,-0.4999999888241291,50,243,0.17390771210193634,0.009403621777892113,1.688906195340678e-05,0.009488066658377647,0.06854555755853653,0.0,0.0
2,6,293,0.981,-0.4999999888241291,50,293,0.22413676977157593,0.006051627919077873,8.558736226405017e-06,0.006094421725720167,0.022728577256202698,0.0,0.0
2,7,343,0.9778333333333333,-0.4999999888241291,50,343,0.283737450838089,0.01066541112959385,4.693028131441679e-06,0.01068887673318386,-0.012724378146231174,0.0,0.0
2,8,373,0.9746666666666667,0.7100000064820051,30,373,0.3042742609977722,0.02425813116133213,2.575583494035527e-05,0.02438691072165966,-0.026400085538625717,0.0,0.0
2,9,423,0.9715,-0.4999999888241291,50,423,0.349502831697464,0.0178900808095932,0.0002097358083119616,0.018938759341835976,-0.02957804873585701,0.0,0.0
2,10,473,0.9683333333333334,-0.4999999888241291,50,473,0.42559751868247986,0.01874728314578533,4.642931162379682e-05,0.018979430198669434,0.037786852568387985,0.0,0.0
2,11,523,0.9651666666666666,-0.4999999888241291,50,523,0.4631073772907257,0.023787520825862885,2.885146386688575e-05,0.023931778967380524,0.0516393780708313,0.0,0.0
2,12,573,0.962,-0.4999999888241291,50,573,0.5095682740211487,0.010735240764915943,9.210360076394863e-06,0.01078129280358553,0.054616134613752365,0.0,0.0
2,13,623,0.9588333333333333,-0.4999999888241291,50,623,0.5628760457038879,0.027373719960451126,8.22912625153549e-06,0.027414865791797638,0.04164377227425575,0.0,0.0
2,14,673,0.9556666666666667,-0.4999999888241291,50,673,0.5932979583740234,0.014612358063459396,2.1952513634460047e-05,0.014722120948135853,0.04321380332112312,0.0,0.0
2,15,723,0.9525,-0.4999999888241291,50,723,0.6275080442428589,0.022096464410424232,2.4406595912296325e-05,0.022218497470021248,0.06394052505493164,0.0,0.0
2,16,773,0.9493333333333334,-0.4999999888241291,50,773,0.6646014451980591,0.022597895935177803,0.0036690980195999146,0.04094338417053223,0.09835726022720337,0.0,0.0
2,17,823,0.9461666666666667,-0.4999999888241291,50,823,0.6925384998321533,0.013783127069473267,6.727097570546903e-06,0.01381676271557808,0.12080388516187668,0.0,0.0
2,18,873,0.9430000000000001,-0.4999999888241291,50,873,0.7117294073104858,0.017950331792235374,9.06950153876096e-05,0.018403807654976845,0.14715592563152313,0.0,0.0
2,19,923,0.9398333333333333,-0.4999999888241291,50,923,0.7406406998634338,0.014452261850237846,0.002199979266151786,0.025452159345149994,0.19462546706199646,0.0,0.0
2,20,973,0.9366666666666666,-0.4999999888241291,50,973,0.7581132650375366,0.01692877896130085,3.818030745605938e-05,0.01711967960000038,0.21891513466835022,0.0,0.0
2,21,1023,0.9335,-0.4999999888241291,50,1023,0.771221935749054,0.010838277637958527,3.864423342747614e-05,0.011031499132514,0.20988249778747559,0.0,0.0
2,22,1073,0.9303333333333333,-0.4999999888241291,50,1073,0.7806700468063354,0.010012180544435978,3.122847556369379e-05,0.010168323293328285,0.18020296096801758,0.0,0.0
2,23,1123,0.9271666666666667,-0.4999999888241291,50,1123,0.7857005000114441,0.007647847756743431,1.7057012883014977e-05,0.007733132690191269,0.171860009431839,0.0,0.0
2,24,1173,0.924,-0.4999999888241291,50,1173,0.799208402633667,0.0068997833877801895,1.0090609066537581e-05,0.006950236391276121,0.15088137984275818,0.0,0.0
2,25,1223,0.9208333333333334,-0.4999999888241291,50,1223,0.8145428895950317,0.006672012619674206,3.169674891978502e-05,0.006830496247857809,0.1401573270559311,0.0,0.0
2,26,1273,0.9176666666666666,-0.4999999888241291,50,1273,0.8269269466400146,0.00790588092058897,1.5502781025134027e-05,0.007983394898474216,0.14389857649803162,0.0,0.0
2,27,1323,0.9145,-0.4999999888241291,50,1323,0.8450431227684021,0.009219489991664886,0.0008412862080149353,0.013425921089947224,0.14232531189918518,0.0,0.0
2,28,1373,0.9113333333333333,-0.4999999888241291,50,1373,0.8708105087280273,0.009144578129053116,1.2508221516327467e-05,0.009207119233906269,0.14231249690055847,0.0,0.0
2,29,1423,0.9081666666666667,-0.4999999888241291,50,1423,0.8843786716461182,0.024491434916853905,3.076642315136269e-05,0.02464526705443859,0.1319878101348877,0.0,0.0
2,30,1473,0.905,-0.4999999888241291,50,1473,0.8905820846557617,0.012301838025450706,3.2355495932279155e-05,0.012463615275919437,0.12981510162353516,0.0,0.0
