seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
2,ppo,obs_visual,full_lr10x,1,0.9096078311695772,10.03921568627451,-0.05701693519949913,,,
2,ppo,obs_visual,full_lr10x,2,0.9096079059675628,10.03921568627451,0.022283706814050674,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,3,0.9096078311695772,10.03921568627451,-0.09339064359664917,,,
2,ppo,obs_visual,full_lr10x,4,0.9096079059675628,10.03921568627451,0.1129104346036911,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,5,0.9096078311695772,10.03921568627451,-0.07150371372699738,,,
2,ppo,obs_visual,full_lr10x,6,0.9096078311695772,10.03921568627451,0.026377864181995392,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,7,0.9096078311695772,10.03921568627451,0.10705646872520447,,,
2,ppo,obs_visual,full_lr10x,8,0.9096079059675628,10.03921568627451,-0.12402831017971039,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,9,0.9115384908822867,9.846153846153847,0.024166053161025047,,,
2,ppo,obs_visual,full_lr10x,10,0.9096079059675628,10.03921568627451,-0.11632739007472992,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,11,0.9096078311695772,10.03921568627451,0.05397467687726021,,,
2,ppo,obs_visual,full_lr10x,12,0.9096078311695772,10.03921568627451,0.19303369522094727,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,13,0.9096079059675628,10.03921568627451,-0.10711067169904709,,,
2,ppo,obs_visual,full_lr10x,14,0.9096079059675628,10.03921568627451,-0.1941755712032318,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,15,0.9096079059675628,10.03921568627451,0.007547677028924227,,,
2,ppo,obs_visual,full_lr10x,16,0.9096079059675628,10.03921568627451,-0.11474858224391937,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,17,0.9115384908822867,9.846153846153847,-0.2534736394882202,,,
2,ppo,obs_visual,full_lr10x,18,0.9096079059675628,10.03921568627451,0.025026123970746994,1.0,0.9100000020116568,10.0
2,ppo,obs_visual,full_lr10x,19,0.9096078311695772,10.03921568627451,-0.3520953357219696,,,
2,ppo,obs_visual,full_lr10x,20,0.9096078311695772,10.03921568627451,0.0677914097905159,1.0,0.9100000020116568,10.0
