seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
1,sr_ac,reward_change,wonly,1,-0.4999999888241291,50,0.0,,,
1,sr_ac,reward_change,wonly,2,0.9600000008940697,5,0.0,,,
1,sr_ac,reward_change,wonly,3,0.9600000008940697,5,0.0,,,
1,sr_ac,reward_change,wonly,4,0.9200000017881393,9,0.0,,,
1,sr_ac,reward_change,wonly,5,-0.4999999888241291,50,0.030914513394236565,1.0,0.9600000008940697,5.0
1,sr_ac,reward_change,wonly,6,0.9600000008940697,5,0.0007517735939472914,,,
1,sr_ac,reward_change,wonly,7,0.9600000008940697,5,0.0006165005615912378,,,
1,sr_ac,reward_change,wonly,8,0.9400000013411045,7,0.02974916435778141,,,
1,sr_ac,reward_change,wonly,9,0.9600000008940697,5,0.08775418996810913,,,
1,sr_ac,reward_change,wonly,10,0.9600000008940697,5,0.0874909982085228,1.0,0.9600000008940697,5.0
1,sr_ac,reward_change,wonly,11,0.9600000008940697,5,0.08688230812549591,,,
1,sr_ac,reward_change,wonly,12,0.9400000013411045,7,0.05798455327749252,,,
1,sr_ac,reward_change,wonly,13,0.9600000008940697,5,0.0574103444814682,,,
1,sr_ac,reward_change,wonly,14,0.9600000008940697,5,0.11199110746383667,,,
1,sr_ac,reward_change,wonly,15,0.9400000013411045,7,0.057208117097616196,1.0,0.9600000008940697,5.0
1,sr_ac,reward_change,wonly,16,0.9600000008940697,5,0.057089708745479584,,,
1,sr_ac,reward_change,wonly,17,0.9600000008940697,5,0.10908932238817215,,,
1,sr_ac,reward_change,wonly,18,0.7000000067055225,31,0.10642347484827042,,,
1,sr_ac,reward_change,wonly,19,-0.4999999888241291,50,0.05446609854698181,,,
1,sr_ac,reward_change,wonly,20,-0.4999999888241291,50,0.029242342337965965,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,21,-0.4999999888241291,50,0.002938983729109168,,,
1,sr_ac,reward_change,wonly,22,-0.4999999888241291,50,0.02740500681102276,,,
1,sr_ac,reward_change,wonly,23,-0.4999999888241291,50,0.07764846831560135,,,
1,sr_ac,reward_change,wonly,24,0.6600000075995922,35,0.052927449345588684,,,
1,sr_ac,reward_change,wonly,25,-0.4999999888241291,50,0.002018068917095661,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,26,0.8200000040233135,19,0.002764028962701559,,,
1,sr_ac,reward_change,wonly,27,-0.4999999888241291,50,0.0015329684829339385,,,
1,sr_ac,reward_change,wonly,28,-0.4999999888241291,50,0.0009042946039699018,,,
1,sr_ac,reward_change,wonly,29,-0.4999999888241291,50,0.001398557797074318,,,
1,sr_ac,reward_change,wonly,30,-0.4999999888241291,50,0.0019582905806601048,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,31,-0.4999999888241291,50,0.058439239859580994,,,
1,sr_ac,reward_change,wonly,32,0.7800000049173832,23,0.05038626864552498,,,
1,sr_ac,reward_change,wonly,33,-0.4999999888241291,50,0.0011620349250733852,,,
1,sr_ac,reward_change,wonly,34,-0.4999999888241291,50,0.02659074403345585,,,
1,sr_ac,reward_change,wonly,35,0.9000000022351742,11,0.0012335069477558136,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,36,-0.4999999888241291,50,0.026661507785320282,,,
1,sr_ac,reward_change,wonly,37,0.9300000015646219,8,0.0010854891734197736,,,
1,sr_ac,reward_change,wonly,38,0.7200000062584877,29,0.052451733499765396,,,
1,sr_ac,reward_change,wonly,39,0.6700000073760748,34,0.0016093283193185925,,,
1,sr_ac,reward_change,wonly,40,-0.4999999888241291,50,0.0010782798053696752,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,41,0.6200000084936619,39,0.0014408043352887034,,,
1,sr_ac,reward_change,wonly,42,-0.4999999888241291,50,0.0014667705399915576,,,
1,sr_ac,reward_change,wonly,43,-0.4999999888241291,50,0.026009773835539818,,,
1,sr_ac,reward_change,wonly,44,-0.4999999888241291,50,0.026552218943834305,,,
1,sr_ac,reward_change,wonly,45,-0.4999999888241291,50,0.0007495288155041635,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,46,-0.4999999888241291,50,0.054087720811367035,,,
1,sr_ac,reward_change,wonly,47,-0.4999999888241291,50,0.002008532639592886,,,
1,sr_ac,reward_change,wonly,48,-0.4999999888241291,50,0.001930014113895595,,,
1,sr_ac,reward_change,wonly,49,-0.4999999888241291,50,0.002176480833441019,,,
1,sr_ac,reward_change,wonly,50,-0.4999999888241291,50,0.0016414662823081017,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,51,-0.4999999888241291,50,0.027550479397177696,,,
1,sr_ac,reward_change,wonly,52,-0.4999999888241291,50,0.02789769507944584,,,
1,sr_ac,reward_change,wonly,53,-0.4999999888241291,50,0.0009697306086309254,,,
1,sr_ac,reward_change,wonly,54,-0.4999999888241291,50,0.00036947245826013386,,,
1,sr_ac,reward_change,wonly,55,-0.4999999888241291,50,0.001820486388169229,0.0,-0.4999999888241291,50.0
1,sr_ac,reward_change,wonly,56,-0.4999999888241291,50,0.05369097739458084,,,
1,sr_ac,reward_change,wonly,57,-0.4999999888241291,50,0.00026084293494932353,,,
1,sr_ac,reward_change,wonly,58,-0.4999999888241291,50,0.0008198563591577113,,,
1,sr_ac,reward_change,wonly,59,0.8400000035762787,17,0.0008423514664173126,,,
1,sr_ac,reward_change,wonly,60,-0.4999999888241291,50,0.0015822198474779725,0.0,-0.4999999888241291,50.0
