seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
1,ppo,reward_change,full,1,-0.5119999408721924,51.2,0.06814392656087875,,,
1,ppo,reward_change,full,2,-0.5119999408721924,51.2,0.11450302600860596,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,3,-0.5119999408721924,51.2,-0.07399233430624008,,,
1,ppo,reward_change,full,4,-0.5119999408721924,51.2,-0.18529705703258514,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,5,-0.4654544917019931,46.54545454545455,-0.16302958130836487,,,
1,ppo,reward_change,full,6,-0.5119999408721924,51.2,0.12359235435724258,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,7,-0.5119999408721924,51.2,0.1177581325173378,,,
1,ppo,reward_change,full,8,-0.5119999408721924,51.2,-0.017365366220474243,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,9,-0.4654544917019931,46.54545454545455,-0.07257973402738571,,,
1,ppo,reward_change,full,10,-0.5119999408721924,51.2,0.07197365909814835,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,11,-0.5119999408721924,51.2,-0.005610713269561529,,,
1,ppo,reward_change,full,12,-0.5119999408721924,51.2,-0.2911073565483093,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,13,-0.4654544917019931,46.54545454545455,-0.006326438393443823,,,
1,ppo,reward_change,full,14,-0.5119999408721924,51.2,0.04177992418408394,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,15,-0.5119999408721924,51.2,-0.26179441809654236,,,
1,ppo,reward_change,full,16,-0.5119999408721924,51.2,0.003825447056442499,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,17,-0.4654544917019931,46.54545454545455,0.01610853523015976,,,
1,ppo,reward_change,full,18,-0.5119999408721924,51.2,-0.12245646864175797,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,19,-0.5119999408721924,51.2,-0.0023120783735066652,,,
1,ppo,reward_change,full,20,-0.5119999408721924,51.2,0.18870283663272858,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,1,-0.5119999408721924,51.2,0.06814392656087875,,,
1,ppo,reward_change,full,2,-0.5119999408721924,51.2,0.11450302600860596,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,3,-0.5119999408721924,51.2,-0.07399233430624008,,,
1,ppo,reward_change,full,4,-0.5119999408721924,51.2,-0.18529705703258514,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,5,-0.4654544917019931,46.54545454545455,-0.16302958130836487,,,
1,ppo,reward_change,full,6,-0.5119999408721924,51.2,0.12359235435724258,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,7,-0.5119999408721924,51.2,0.1177581325173378,,,
1,ppo,reward_change,full,8,-0.5119999408721924,51.2,-0.017365366220474243,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,9,-0.4654544917019931,46.54545454545455,-0.07257973402738571,,,
1,ppo,reward_change,full,10,-0.5119999408721924,51.2,0.07197365909814835,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,11,-0.5119999408721924,51.2,-0.005610713269561529,,,
1,ppo,reward_change,full,12,-0.5119999408721924,51.2,-0.2911073565483093,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,13,-0.4654544917019931,46.54545454545455,-0.006326438393443823,,,
1,ppo,reward_change,full,14,-0.5119999408721924,51.2,0.04177992418408394,0.0,-0.4999999888241291,50.0
1,ppo,reward_change,full,15,-0.5119999408721924,51.2,-0.26179441809654236,,,
1,ppo,reward_change,full,16,-0.5119999408721924,51.2,0.003825447056442499,0.0,-0.4999999888241291,50.0
