seed,batch_idx,collected_frames,mean_batch_reward,done_rate,loss_objective,loss_critic,loss_entropy,total_loss,grad_norm,learning_rate
2,1,512,-0.009999998845160007,0.01953125,0.02649398148059845,0.0008250612881965935,-0.013827415183186531,0.01349162682890892,0.13048475980758667,0.0003
2,2,1024,-0.006054687313735485,0.01953125,0.07462498545646667,0.015649335458874702,-0.01350842323154211,0.07676589488983154,0.23263107240200043,0.0003
2,3,1536,-0.0060546863824129105,0.021484375,-0.07102470844984055,0.01187973190099001,-0.012989703565835953,-0.07213468104600906,0.12577785551548004,0.0003
2,4,2048,0.0038085952401161194,0.0234375,-0.19909889996051788,0.06926830112934113,-0.012768126092851162,-0.1425987184047699,0.5327918529510498,0.0003
2,5,2560,0.005781251005828381,0.025390625,0.0009497068822383881,0.0452573299407959,-0.012395819649100304,0.03381121903657913,0.3732912838459015,0.0003
2,6,3072,0.005781251005828381,0.025390625,-0.03427767753601074,0.0391073152422905,-0.011692343279719353,-0.006862705573439598,0.608506977558136,0.0003
2,7,3584,0.0018359387759119272,0.02734375,-0.03113245777785778,0.020334839820861816,-0.012003818526864052,-0.022801436483860016,0.9327452778816223,0.0003
2,8,4096,0.0038085950072854757,0.025390625,-0.09195787459611893,0.024528183043003082,-0.012296590022742748,-0.07972627878189087,0.8309312462806702,0.0003
2,9,4608,0.009726563468575478,0.02734375,-0.046302299946546555,0.014062515459954739,-0.012546571902930737,-0.04478635638952255,0.31643790006637573,0.0003
2,10,5120,0.015644533559679985,0.03125,-0.013831984251737595,0.01768462359905243,-0.012180903926491737,-0.008328264579176903,1.140001893043518,0.0003
2,11,5632,0.003808594774454832,0.025390625,-0.08422031253576279,0.013052009046077728,-0.01166741643100977,-0.08283571898937225,0.3846408724784851,0.0003
2,12,6144,0.011699221096932888,0.029296875,0.0023537054657936096,0.015123997814953327,-0.01184123195707798,0.005636470392346382,0.6237246990203857,0.0003
2,13,6656,0.007753908634185791,0.02734375,0.07790648937225342,0.013402261771261692,-0.01203988492488861,0.07926886528730392,0.705007016658783,0.0003
2,14,7168,0.009726563468575478,0.02734375,-0.23475246131420135,0.02259703353047371,-0.01228795200586319,-0.22444337606430054,1.0126705169677734,0.0003
2,15,7680,0.007753907702863216,0.025390625,-0.01171388104557991,0.014413397759199142,-0.012270377948880196,-0.009570861235260963,0.9490534067153931,0.0003
2,16,8192,0.01761719025671482,0.03125,-0.06994237750768661,0.01303055603057146,-0.011874541640281677,-0.0687863677740097,0.4641435146331787,0.0003
2,17,8704,0.019589845091104507,0.037109375,-0.0671740397810936,0.011975007131695747,-0.011373703368008137,-0.06657274067401886,0.6332847476005554,0.0003
2,18,9216,0.021562501788139343,0.037109375,-0.011321527883410454,0.010948733426630497,-0.010994674637913704,-0.01136746909469366,0.9585981369018555,0.0003
2,19,9728,0.03734375536441803,0.046875,-0.020391665399074554,0.006188859231770039,-0.010586511343717575,-0.024789318442344666,0.5380448698997498,0.0003
2,20,10240,0.03734375163912773,0.046875,-0.027658548206090927,0.004452202469110489,-0.009552178904414177,-0.032758526504039764,0.7347480654716492,0.0003
2,21,10752,0.053125008940696716,0.0625,-0.023830462247133255,0.0027550675440579653,-0.008106853812932968,-0.029182247817516327,1.729280948638916,0.0003
2,22,11264,0.07482422888278961,0.083984375,-0.2230181097984314,0.0006266139098443091,-0.006126220803707838,-0.22851772606372833,0.45080840587615967,0.0003
2,23,11776,0.07482421398162842,0.083984375,-0.0034818295389413834,0.001267396379262209,-0.0045073749497532845,-0.006721808109432459,0.9284935593605042,0.0003
2,24,12288,0.08074218779802322,0.08984375,0.11514665186405182,0.0007201938424259424,-0.004324457608163357,0.11154238879680634,1.3044730424880981,0.0003
2,25,12800,0.08666016161441803,0.095703125,0.1066955029964447,0.00020706008945126086,-0.004034163895994425,0.10286840051412582,1.8164345026016235,0.0003
