seed,episode,global_step,epsilon,episode_return,episode_steps,buffer_size,reward_weights_norm,sr_loss,reward_loss,total_loss,mean_q
1,1,50,0.99525,-0.4999999888241291,50,50,0.0,0.0,0.0,0.0,0.0
1,2,100,0.9905,-0.4999999888241291,50,100,0.0036505493335425854,0.022760817781090736,7.521093357354403e-05,0.02426503598690033,7.894759619375691e-05
1,3,150,0.98575,-0.4999999888241291,50,150,0.018406691029667854,0.00800855178385973,3.4221374622944722e-09,0.008008619770407677,-0.009470388293266296
1,4,200,0.981,-0.4999999888241291,50,200,0.01832767203450203,0.0016820146702229977,8.634564174769821e-09,0.001682187314145267,-0.03252428025007248
1,5,250,0.97625,-0.4999999888241291,50,250,0.02149185910820961,0.02429267019033432,8.828038744468358e-07,0.02431032620370388,-0.0607728473842144
1,6,300,0.9715,-0.4999999888241291,50,300,0.023497166112065315,0.023311737924814224,3.820413496669062e-08,0.02331250160932541,-0.08960938453674316
1,7,350,0.96675,-0.4999999888241291,50,350,0.023623408749699593,0.04292174056172371,2.579232329935621e-07,0.04292690008878708,-0.10627815872430801
1,8,400,0.962,-0.4999999888241291,50,400,0.028741242364048958,0.012157314456999302,2.3670399684760923e-07,0.012162048369646072,-0.10199081152677536
1,9,450,0.95725,-0.4999999888241291,50,450,0.028050286695361137,0.030947167426347733,3.9710033661322086e-07,0.030955109745264053,-0.08423806726932526
1,10,500,0.9525,-0.4999999888241291,50,500,0.02784024551510811,0.013735122978687286,1.7631394655381882e-07,0.01373864896595478,-0.06642471253871918
1,11,550,0.94775,-0.4999999888241291,50,550,0.02852371707558632,0.010919849388301373,1.171644612441014e-07,0.010922192595899105,-0.054603222757577896
1,12,600,0.9430000000000001,-0.4999999888241291,50,600,0.02761835791170597,0.006899053230881691,6.868363300327474e-08,0.006900426931679249,-0.05181335657835007
1,13,650,0.93825,-0.4999999888241291,50,650,0.027063637971878052,0.0031466244254261255,7.823604875056844e-08,0.0031481890473514795,-0.07105685770511627
1,14,685,0.9335,0.6600000075995922,35,685,0.0270221009850502,0.04126649349927902,5.937337732575543e-08,0.04126768186688423,-0.07664552330970764
1,15,735,0.92875,-0.4999999888241291,50,735,0.045522063970565796,0.027928069233894348,1.6290623534587212e-05,0.028253881260752678,-0.07663695514202118
1,16,785,0.924,-0.4999999888241291,50,785,0.07399050146341324,0.005784620996564627,5.297034931572853e-06,0.005890561733394861,-0.12519855797290802
1,17,835,0.91925,-0.4999999888241291,50,835,0.1107785776257515,0.00653214193880558,1.7856587874121033e-05,0.006889273878186941,-0.09831579774618149
1,18,885,0.9145,-0.4999999888241291,50,885,0.13055472075939178,0.1224091649055481,0.00023008265998214483,0.12701082229614258,-0.09946738928556442
1,19,935,0.9097500000000001,-0.4999999888241291,50,935,0.14907526969909668,0.033729780465364456,7.713004379183985e-06,0.033884041011333466,-0.09834451228380203
1,20,980,0.905,0.5600000098347664,45,980,0.1723288595676422,0.022346116602420807,1.9139140931656584e-05,0.022728899493813515,-0.05618531256914139
1,21,1030,0.90025,-0.4999999888241291,50,1030,0.18704566359519958,0.025237787514925003,0.000445006211521104,0.03413791209459305,-0.002847078489139676
1,22,1080,0.8955,-0.4999999888241291,50,1080,0.199110746383667,0.007346733473241329,6.032697910995921e-06,0.007467387244105339,0.006104797590523958
1,23,1130,0.89075,-0.4999999888241291,50,1130,0.19966387748718262,0.009313909336924553,1.9337078356329584e-06,0.009352583438158035,0.0014094862854108214
1,24,1180,0.886,-0.4999999888241291,50,1180,0.19520366191864014,0.10174223780632019,2.9021691716479836e-06,0.10180027782917023,-0.027814827859401703
1,25,1230,0.88125,-0.4999999888241291,50,1230,0.19019827246665955,0.08328330516815186,1.1603774510149378e-05,0.08351538330316544,-0.04998458921909332
1,26,1280,0.8765000000000001,-0.4999999888241291,50,1280,0.19105714559555054,0.09235618263483047,4.940395683661336e-06,0.09245499223470688,-0.03820353001356125
1,27,1330,0.87175,-0.4999999888241291,50,1330,0.18727990984916687,0.05720825493335724,3.0546232210326707e-06,0.057269345968961716,-0.027417555451393127
1,28,1379,0.867,0.5200000107288361,49,1379,0.18758271634578705,0.026041889563202858,0.0002503305731806904,0.031048500910401344,-0.029042646288871765
1,29,1429,0.86225,-0.4999999888241291,50,1429,0.18691407144069672,0.06830232590436935,1.3164353731554002e-05,0.06856561452150345,-0.02928982675075531
1,30,1479,0.8575,-0.4999999888241291,50,1479,0.1908503621816635,0.06774699687957764,6.113789822848048e-06,0.06786927580833435,-0.04502632096409798
1,31,1529,0.85275,-0.4999999888241291,50,1529,0.20197823643684387,0.033279381692409515,0.0007450120756402612,0.04817962273955345,-0.02331210859119892
1,32,1579,0.848,-0.4999999888241291,50,1579,0.21702319383621216,0.05287207290530205,1.742757490319491e-06,0.05290692672133446,-0.011304089799523354
1,33,1629,0.84325,-0.4999999888241291,50,1629,0.22503994405269623,0.08441638946533203,3.5936186577600893e-06,0.08448826521635056,-0.0070596677251160145
1,34,1679,0.8385,-0.4999999888241291,50,1679,0.24366432428359985,0.22215071320533752,5.20538287673844e-06,0.22225482761859894,0.01375084649771452
1,35,1729,0.83375,-0.4999999888241291,50,1729,0.250805139541626,0.14959432184696198,1.0114921678905375e-05,0.14979662001132965,-0.017034616321325302
1,36,1779,0.829,-0.4999999888241291,50,1779,0.2548520565032959,0.036103371530771255,3.923782060155645e-05,0.03688812628388405,-0.08393929153680801
1,37,1826,0.82425,0.5400000102818012,47,1826,0.25575435161590576,0.06842999160289764,2.292509270773735e-05,0.06888849288225174,-0.06847847998142242
1,38,1876,0.8195,-0.4999999888241291,50,1876,0.2605046033859253,0.036899007856845856,3.4370900721114594e-06,0.03696775063872337,0.03692904859781265
1,39,1926,0.81475,-0.4999999888241291,50,1926,0.2609485387802124,0.10850478708744049,0.0013167044380679727,0.13483887910842896,0.021273143589496613
1,40,1976,0.81,-0.4999999888241291,50,1976,0.26230067014694214,0.07425401359796524,3.2922303034865763e-06,0.07431986182928085,0.003537156153470278
1,41,2026,0.80525,-0.4999999888241291,50,2026,0.2648172378540039,0.10177686810493469,6.0997813307039905e-06,0.10189886391162872,-0.08685159683227539
1,42,2076,0.8005,-0.4999999888241291,50,2076,0.27479666471481323,0.11842776089906693,1.0477653631824069e-05,0.118637315928936,-0.10256718844175339
1,43,2126,0.79575,-0.4999999888241291,50,2126,0.2793585956096649,0.011956403963267803,5.015312854084186e-05,0.012959466315805912,-0.06684444844722748
1,44,2176,0.791,-0.4999999888241291,50,2176,0.2889336347579956,0.15340791642665863,5.560366116696969e-05,0.15451999008655548,-0.04971012473106384
1,45,2226,0.78625,-0.4999999888241291,50,2226,0.28639715909957886,0.021311892196536064,8.758553121879231e-06,0.02148706279695034,-0.03867819160223007
1,46,2275,0.7815,0.5200000107288361,49,2275,0.300646036863327,0.010529683902859688,1.3653092537424527e-05,0.010802745819091797,0.008668521419167519
1,47,2325,0.77675,-0.4999999888241291,50,2325,0.298560231924057,0.08430948853492737,3.5405180369707523e-06,0.08438029885292053,0.055122628808021545
1,48,2375,0.772,-0.4999999888241291,50,2375,0.3017517030239105,0.11221963167190552,0.00042080204002559185,0.12063567340373993,0.08152377605438232
1,49,2425,0.76725,-0.4999999888241291,50,2425,0.3085366189479828,0.01760009117424488,0.0005397731438279152,0.028395554050803185,0.09025534242391586
1,50,2475,0.7625,-0.4999999888241291,50,2475,0.3138086795806885,0.11509150266647339,3.4400234198983526e-06,0.11516030132770538,0.07839816808700562
1,51,2525,0.75775,-0.4999999888241291,50,2525,0.32153910398483276,0.0129074826836586,4.221496055833995e-06,0.01299191266298294,0.0385604202747345
1,52,2575,0.753,-0.4999999888241291,50,2575,0.3203403055667877,0.16341036558151245,2.0164316083537415e-05,0.16381365060806274,-0.015453808009624481
1,53,2625,0.7482500000000001,-0.4999999888241291,50,2625,0.3230804204940796,0.13738852739334106,3.0018159122846555e-06,0.13744856417179108,0.00452882144600153
1,54,2675,0.7435,0.5100000109523535,50,2675,0.3257128894329071,0.11190364509820938,0.00037538778269663453,0.119411401450634,0.05584919452667236
1,55,2695,0.73875,0.8100000042468309,20,2695,0.32296526432037354,0.021803278475999832,1.19214801088674e-05,0.02204170823097229,0.05527477338910103
1,56,2745,0.734,-0.4999999888241291,50,2745,0.3315921723842621,0.016972186043858528,4.534712388704065e-06,0.017062880098819733,0.05605350434780121
1,57,2795,0.72925,-0.4999999888241291,50,2795,0.34656184911727905,0.10516563057899475,2.5080705654545454e-06,0.10521579533815384,0.061932723969221115
1,58,2845,0.7245,-0.4999999888241291,50,2845,0.3502410054206848,0.07603096216917038,2.442666755086975e-06,0.07607981562614441,0.08343558013439178
1,59,2895,0.71975,-0.4999999888241291,50,2895,0.35500165820121765,0.012549195438623428,4.358218120614765e-06,0.01263635978102684,0.1003703624010086
1,60,2945,0.7150000000000001,-0.4999999888241291,50,2945,0.3549817204475403,0.013519886881113052,3.972769718529889e-06,0.013599342666566372,0.1265450119972229
1,61,2995,0.71025,-0.4999999888241291,50,2995,0.35125112533569336,0.011389171704649925,1.969390268641291e-06,0.011428559198975563,0.21104779839515686
1,62,3045,0.7055,-0.4999999888241291,50,3045,0.340808629989624,0.014380252920091152,2.912877107519307e-06,0.014438510872423649,0.2298826426267624
1,63,3095,0.70075,-0.4999999888241291,50,3095,0.3346286714076996,0.01124684140086174,2.4210828996729106e-05,0.011731058359146118,0.2415270358324051
1,64,3139,0.696,0.570000009611249,44,3139,0.3365273177623749,0.0983477234840393,9.255978739020065e-07,0.09836623817682266,0.17719177901744843
