seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
1,ppo,obs_visual,full,1,0.8358537627429496,12.487804878048781,0.0713692158460617,,,
1,ppo,obs_visual,full,2,0.9033333460489908,10.666666666666666,0.01831062138080597,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,3,0.9096079059675628,10.03921568627451,-0.19982552528381348,,,
1,ppo,obs_visual,full,4,0.9096079059675628,10.03921568627451,0.07376165688037872,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,5,0.90760009765625,10.24,-0.21187326312065125,,,
1,ppo,obs_visual,full,6,0.9096079059675628,10.03921568627451,-0.11717668920755386,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,7,0.9096079059675628,10.03921568627451,-0.016642872244119644,,,
1,ppo,obs_visual,full,8,0.9096078311695772,10.03921568627451,0.19960205256938934,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,9,0.9096078311695772,10.03921568627451,0.02634964883327484,,,
1,ppo,obs_visual,full,10,0.9096078311695772,10.03921568627451,-0.0633728951215744,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,11,0.9096079059675628,10.03921568627451,0.036297205835580826,,,
1,ppo,obs_visual,full,12,0.9076000213623047,10.24,-0.04152153804898262,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,13,0.9096079059675628,10.03921568627451,0.05965951085090637,,,
1,ppo,obs_visual,full,14,0.9115384908822867,9.846153846153847,0.030444499105215073,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,15,0.9096079059675628,10.03921568627451,0.06195364147424698,,,
1,ppo,obs_visual,full,16,0.9076000213623047,10.24,-0.0689954087138176,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,17,0.9115384908822867,9.846153846153847,0.18061408400535583,,,
1,ppo,obs_visual,full,18,0.9096079059675628,10.03921568627451,-0.040291354060173035,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,19,0.9096079059675628,10.03921568627451,0.10376820713281631,,,
1,ppo,obs_visual,full,20,0.9076000213623047,10.24,0.0682583674788475,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,1,0.9096079059675628,10.03921568627451,-0.05567970871925354,,,
1,ppo,obs_visual,full,2,0.7630303700764974,15.515151515151516,0.13030168414115906,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,3,0.901063878485497,10.893617021276595,0.09676165133714676,,,
1,ppo,obs_visual,full,4,0.9096079059675628,10.03921568627451,-0.20163212716579437,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,5,0.9096079807655484,10.03921568627451,0.09943818300962448,,,
1,ppo,obs_visual,full,6,0.9096078311695772,10.03921568627451,-0.0898699164390564,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,7,0.9096079059675628,10.03921568627451,0.06284526735544205,,,
1,ppo,obs_visual,full,8,0.9096078311695772,10.03921568627451,0.034160345792770386,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,9,0.9096078311695772,10.03921568627451,0.11261305958032608,,,
1,ppo,obs_visual,full,10,0.9096079807655484,10.03921568627451,-0.015151822939515114,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,11,0.9096079059675628,10.03921568627451,0.10282008349895477,,,
1,ppo,obs_visual,full,12,0.9055103379852918,10.448979591836734,-0.005572520662099123,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,13,0.9115385642418494,9.846153846153847,0.07666929066181183,,,
1,ppo,obs_visual,full,14,0.9096079059675628,10.03921568627451,0.13597191870212555,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,15,0.9096078311695772,10.03921568627451,0.06253387778997421,,,
1,ppo,obs_visual,full,16,0.9096078311695772,10.03921568627451,-0.06095892935991287,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,17,0.9096079059675628,10.03921568627451,0.017368730157613754,,,
1,ppo,obs_visual,full,18,0.9115385642418494,9.846153846153847,0.13952161371707916,1.0,0.9100000020116568,10.0
1,ppo,obs_visual,full,19,0.9096079059675628,10.03921568627451,0.10073214024305344,,,
1,ppo,obs_visual,full,20,0.9096079059675628,10.03921568627451,-0.09179699420928955,0.0,-0.4999999888241291,50.0
