seed,episode,global_step,epsilon,episode_return,episode_steps,buffer_size,reward_weights_norm,sr_loss,reward_loss,total_loss,mean_q,margin_loss,mean_q_gap
1,1,50,0.9968333333333333,-0.4999999888241291,50,50,0.0,0.0,0.0,0.0,0.0,,
1,2,100,0.9936666666666667,-0.4999999888241291,50,100,0.004004179034382105,0.026518676429986954,9.843360749073327e-05,0.07662304490804672,-7.474669837392867e-05,0.09922439604997635,0.0007756073609925807
1,3,150,0.9905,-0.4999999888241291,50,150,0.11248546838760376,0.021285060793161392,2.072875759040471e-06,0.021295424550771713,0.0628327876329422,0.0,0.10155655443668365
1,4,200,0.9873333333333333,-0.4999999888241291,50,200,0.14405357837677002,0.010711217299103737,6.231201155060262e-08,0.010711529292166233,0.24113865196704865,0.0,0.12326064705848694
1,5,250,0.9841666666666666,-0.4999999888241291,50,250,0.16887696087360382,0.03340975567698479,7.273994015122298e-06,0.03344612568616867,0.47934699058532715,0.0,0.11314010620117188
1,6,300,0.981,-0.4999999888241291,50,300,0.19100210070610046,0.017805015668272972,4.640991392079741e-05,0.01809834875166416,0.6958363652229309,0.0001225643791258335,0.10619180649518967
1,7,350,0.9778333333333333,-0.4999999888241291,50,350,0.21146954596042633,0.006412955466657877,4.867464213020867e-06,0.006437292788177729,0.9165564775466919,0.0,0.12121224403381348
1,8,400,0.9746666666666667,-0.4999999888241291,50,400,0.22846339643001556,0.0651862695813179,4.637644087779336e-05,0.06541815400123596,1.058329701423645,0.0,0.13487432897090912
1,9,450,0.9715,-0.4999999888241291,50,450,0.24517793953418732,0.0706527978181839,2.870278331101872e-05,0.07079631090164185,1.174277901649475,0.0,0.1401101052761078
1,10,500,0.9683333333333334,-0.4999999888241291,50,500,0.2571001648902893,0.16879276931285858,1.549408807477448e-05,0.16888649761676788,1.292384147644043,3.250245936214924e-05,0.1106964498758316
1,11,550,0.9651666666666666,-0.4999999888241291,50,550,0.26673999428749084,0.014726456254720688,1.5610108675900847e-05,0.014883055351674557,1.424566626548767,0.0001570971217006445,0.10438394546508789
1,12,600,0.962,-0.4999999888241291,50,600,0.28188008069992065,0.005789188668131828,2.8190243028802797e-06,0.005803283769637346,1.5665363073349,0.0,0.13889430463314056
1,13,650,0.9588333333333333,-0.4999999888241291,50,650,0.2943703532218933,0.12666146457195282,6.439055141527206e-06,0.12669366598129272,1.6153143644332886,0.0,0.12468132376670837
1,14,700,0.9556666666666667,-0.4999999888241291,50,700,0.30601966381073,0.09430737048387527,2.818104576363112e-06,0.09449341893196106,1.632248878479004,0.000343923456966877,0.10850490629673004
1,15,750,0.9525,-0.4999999888241291,50,750,0.318792462348938,0.0404486246407032,9.162448805000167e-06,0.040494438260793686,1.6157310009002686,0.0,0.15604472160339355
1,16,800,0.9493333333333334,-0.4999999888241291,50,800,0.3290402889251709,0.022319456562399864,1.7920921891345643e-05,0.02240906096994877,1.6850273609161377,0.0,0.14057931303977966
1,17,850,0.9461666666666667,-0.4999999888241291,50,850,0.34090808033943176,0.09212297946214676,1.0542826203163713e-05,0.09217569231987,1.7083344459533691,0.0,0.19816407561302185
1,18,900,0.9430000000000001,-0.4999999888241291,50,900,0.3500676453113556,0.05921585112810135,3.411874786252156e-05,0.059386443346738815,1.4979677200317383,0.0,0.13857001066207886
1,19,950,0.9398333333333333,-0.4999999888241291,50,950,0.35664859414100647,0.01685173436999321,3.286436549387872e-05,0.017016056925058365,1.4816951751708984,0.0,0.1706494837999344
1,20,1000,0.9366666666666666,-0.4999999888241291,50,1000,0.36446112394332886,0.09014660120010376,2.087802204187028e-05,0.09025099128484726,1.3922995328903198,0.0,0.12269812077283859
1,21,1050,0.9335,-0.4999999888241291,50,1050,0.36972948908805847,0.0904991626739502,2.5263710995204747e-05,0.09233549237251282,1.4408155679702759,0.0034200274385511875,0.10029177367687225
1,22,1100,0.9303333333333333,-0.4999999888241291,50,1100,0.3759564757347107,0.093628890812397,1.7147671314887702e-05,0.09375592321157455,1.4112193584442139,8.258153684437275e-05,0.11029166728258133
1,23,1150,0.9271666666666667,-0.4999999888241291,50,1150,0.3817426860332489,0.03733154386281967,5.556045834964607e-06,0.0373593233525753,1.125320315361023,0.0,0.12806200981140137
1,24,1200,0.924,-0.4999999888241291,50,1200,0.3885596692562103,0.01506090722978115,7.772255230520386e-06,0.015099768526852131,1.099948763847351,0.0,0.12033634632825851
1,25,1250,0.9208333333333334,-0.4999999888241291,50,1250,0.389668732881546,0.03860742598772049,1.3996973393659573e-05,0.03888670727610588,0.976055383682251,0.00041859247721731663,0.12619714438915253
1,26,1300,0.9176666666666666,-0.4999999888241291,50,1300,0.3930858075618744,0.01663823239505291,1.564101330586709e-05,0.01671643741428852,0.8412863612174988,0.0,0.16015280783176422
1,27,1350,0.9145,-0.4999999888241291,50,1350,0.3967245817184448,0.017850108444690704,2.1831374397152103e-05,0.017959265038371086,0.853410005569458,0.0,0.14526309072971344
1,28,1400,0.9113333333333333,-0.4999999888241291,50,1400,0.40562209486961365,0.013726442120969296,7.75268654251704e-06,0.013765205629169941,0.9581516981124878,0.0,0.11560740321874619
1,29,1450,0.9081666666666667,-0.4999999888241291,50,1450,0.4091484844684601,0.011715222150087357,7.476399332517758e-06,0.011752604506909847,1.0038859844207764,0.0,0.12300962209701538
1,30,1500,0.905,-0.4999999888241291,50,1500,0.4171540439128876,0.0315915048122406,1.4237086361390539e-05,0.03168909624218941,1.1062796115875244,5.280692130327225e-05,0.11815695464611053
1,31,1550,0.9018333333333334,-0.4999999888241291,50,1550,0.4228815734386444,0.00982770323753357,2.4761584427324124e-06,0.009840084239840508,1.213449478149414,0.0,0.13795815408229828
1,32,1600,0.8986666666666667,-0.4999999888241291,50,1600,0.43141117691993713,0.03705684468150139,5.628165126836393e-06,0.03708498552441597,1.3308017253875732,0.0,0.12209783494472504
1,33,1650,0.8955,-0.4999999888241291,50,1650,0.435389906167984,0.022934269160032272,2.690741439437261e-06,0.022947723045945168,1.418652892112732,0.0,0.12169297784566879
1,34,1700,0.8923333333333333,-0.4999999888241291,50,1700,0.441696435213089,0.024078914895653725,7.179784006439149e-06,0.024114813655614853,1.5091750621795654,0.0,0.132562056183815
1,35,1750,0.8891666666666667,-0.4999999888241291,50,1750,0.44609150290489197,0.03352924808859825,1.1379004718037322e-05,0.03358614444732666,1.5098826885223389,0.0,0.1344054490327835
1,36,1800,0.886,-0.4999999888241291,50,1800,0.4493010938167572,0.02211644873023033,1.162027274403954e-05,0.022405806928873062,1.5574603080749512,0.00046251225285232067,0.11388049274682999
1,37,1850,0.8828333333333334,-0.4999999888241291,50,1850,0.45456814765930176,0.0177651047706604,1.4582666153728496e-05,0.017838018015027046,1.512971043586731,0.0,0.14040303230285645
1,38,1900,0.8796666666666667,-0.4999999888241291,50,1900,0.45747384428977966,0.052807990461587906,2.5951712814276107e-05,0.0529918409883976,1.5016798973083496,0.00010818545706570148,0.13594141602516174
1,39,1950,0.8765000000000001,-0.4999999888241291,50,1950,0.46700984239578247,0.01960928738117218,7.627179729752243e-05,0.019990647211670876,1.560313105583191,0.0,0.18720942735671997
1,40,2000,0.8733333333333333,-0.4999999888241291,50,2000,0.47043082118034363,0.020680438727140427,9.913653229887132e-06,0.02073000743985176,1.6806042194366455,0.0,0.1524842232465744
1,41,2050,0.8701666666666666,-0.4999999888241291,50,2050,0.476482093334198,0.03576909750699997,1.5588684618705884e-05,0.03584704175591469,1.625132441520691,0.0,0.16957558691501617
1,42,2100,0.867,-0.4999999888241291,50,2100,0.4813748300075531,0.077802374958992,8.644738045404665e-06,0.07784559577703476,1.7654573917388916,0.0,0.12442395091056824
1,43,2150,0.8638333333333333,-0.4999999888241291,50,2150,0.4855312407016754,0.03425392135977745,1.5307196008507162e-05,0.03433045744895935,1.6429661512374878,0.0,0.163467675447464
1,44,2200,0.8606666666666667,-0.4999999888241291,50,2200,0.4908834993839264,0.011833606287837029,9.166556992568076e-06,0.01187943946570158,1.7229247093200684,0.0,0.19248680770397186
1,45,2250,0.8575,-0.4999999888241291,50,2250,0.4936029016971588,0.053442634642124176,7.86259442975279e-06,0.053481947630643845,1.6682713031768799,0.0,0.16241326928138733
1,46,2300,0.8543333333333334,-0.4999999888241291,50,2300,0.49669021368026733,0.06753488630056381,1.1340358469169587e-05,0.0675915852189064,1.6122560501098633,0.0,0.14296288788318634
1,47,2350,0.8511666666666666,-0.4999999888241291,50,2350,0.5000120401382446,0.0773981437087059,1.1933318091905676e-05,0.07745780795812607,1.5257763862609863,0.0,0.1355762779712677
1,48,2400,0.848,-0.4999999888241291,50,2400,0.5048379898071289,0.016649773344397545,1.2681825865001883e-05,0.016713183373212814,1.690234899520874,0.0,0.1519412398338318
1,49,2450,0.8448333333333333,-0.4999999888241291,50,2450,0.5092558264732361,0.07729600369930267,5.62515242563677e-06,0.07732412964105606,1.699091911315918,0.0,0.14641445875167847
1,50,2500,0.8416666666666667,-0.4999999888241291,50,2500,0.5136431455612183,0.051353197544813156,1.2357811101537663e-05,0.051414985209703445,1.6488428115844727,0.0,0.161545991897583
1,51,2550,0.8385,-0.4999999888241291,50,2550,0.5165053606033325,0.03948504850268364,5.236770448391326e-06,0.03951123356819153,1.6034104824066162,0.0,0.17979973554611206
1,52,2600,0.8353333333333334,-0.4999999888241291,50,2600,0.5221765637397766,0.029351022094488144,7.765869668219239e-06,0.02941199392080307,1.8239468336105347,4.428485408425331e-05,0.1668056845664978
1,53,2650,0.8321666666666667,-0.4999999888241291,50,2650,0.5247442722320557,0.08367141336202621,1.379775221721502e-05,0.08374040573835373,1.7855918407440186,0.0,0.1514112502336502
1,54,2700,0.829,-0.4999999888241291,50,2700,0.5303289294242859,0.0096635976806283,1.8592570995679125e-05,0.009756560437381268,1.9712071418762207,0.0,0.2120339274406433
1,55,2750,0.8258333333333334,-0.4999999888241291,50,2750,0.531933605670929,0.028988922014832497,1.3784851034870371e-05,0.02905784547328949,1.8451753854751587,0.0,0.19056540727615356
1,56,2800,0.8226666666666667,-0.4999999888241291,50,2800,0.536320149898529,0.02741752378642559,1.269479798793327e-05,0.027480997145175934,1.889577865600586,0.0,0.21161624789237976
1,57,2850,0.8195,-0.4999999888241291,50,2850,0.5424619317054749,0.10676326602697372,2.155878064513672e-05,0.10687106102705002,1.9104429483413696,0.0,0.21947599947452545
1,58,2900,0.8163333333333334,-0.4999999888241291,50,2900,0.5459336638450623,0.022573962807655334,2.0829578716075048e-05,0.022678110748529434,1.945764422416687,0.0,0.17295272648334503
1,59,2950,0.8131666666666667,-0.4999999888241291,50,2950,0.5502912998199463,0.01690918579697609,1.971684832824394e-05,0.017007770016789436,2.0028223991394043,0.0,0.16878728568553925
1,60,3000,0.81,-0.4999999888241291,50,3000,0.5557361841201782,0.056792281568050385,1.894624438136816e-05,0.05688701197504997,2.0539371967315674,0.0,0.21022291481494904
1,61,3050,0.8068333333333333,-0.4999999888241291,50,3050,0.5587727427482605,0.15761297941207886,3.2636711694067344e-05,0.15777616202831268,1.9710395336151123,0.0,0.20830810070037842
1,62,3100,0.8036666666666666,-0.4999999888241291,50,3100,0.5622051954269409,0.0946117490530014,9.943334589479491e-06,0.09466146677732468,2.129819869995117,0.0,0.16583800315856934
1,63,3150,0.8005,-0.4999999888241291,50,3150,0.5646980404853821,0.06517822295427322,1.906104625959415e-05,0.06556537002325058,2.1138455867767334,0.0005836756899952888,0.14540863037109375
1,64,3200,0.7973333333333333,-0.4999999888241291,50,3200,0.5686544179916382,0.10944879055023193,2.3650078219361603e-05,0.10956703871488571,2.0248677730560303,0.0,0.17566755414009094
1,65,3250,0.7941666666666667,-0.4999999888241291,50,3250,0.57416832447052,0.1151779443025589,2.9182381695136428e-05,0.11532385647296906,2.0662128925323486,0.0,0.17831222712993622
1,66,3300,0.791,-0.4999999888241291,50,3300,0.5776947736740112,0.18558244407176971,1.635436092328746e-05,0.18566422164440155,2.0800957679748535,0.0,0.1416529417037964
1,67,3350,0.7878333333333334,-0.4999999888241291,50,3350,0.5834689140319824,0.08073071390390396,1.953562968992628e-05,0.08082839101552963,2.0749502182006836,0.0,0.17400403320789337
1,68,3400,0.7846666666666666,-0.4999999888241291,50,3400,0.5890348553657532,0.009388301521539688,7.509639544878155e-06,0.00942584965378046,2.1006393432617188,0.0,0.19682621955871582
1,69,3450,0.7815,-0.4999999888241291,50,3450,0.593940019607544,0.0794588103890419,3.326938895042986e-05,0.07962515950202942,2.113828182220459,0.0,0.16900576651096344
1,70,3500,0.7783333333333333,-0.4999999888241291,50,3500,0.6018403768539429,0.0722748413681984,1.9674966097227298e-05,0.07237321883440018,2.160670280456543,0.0,0.20398324728012085
1,71,3550,0.7751666666666667,-0.4999999888241291,50,3550,0.606374204158783,0.026392588391900063,2.9743510822299868e-05,0.02654130570590496,2.173412799835205,0.0,0.17492809891700745
1,72,3600,0.772,-0.4999999888241291,50,3600,0.6122714877128601,0.0742546021938324,1.085256826627301e-05,0.0744527280330658,2.2402853965759277,0.00028772512450814247,0.1591665893793106
1,73,3650,0.7688333333333334,-0.4999999888241291,50,3650,0.6175398230552673,0.006065395660698414,1.0021884918387514e-05,0.006115505006164312,2.1663196086883545,0.0,0.14076301455497742
1,74,3700,0.7656666666666667,-0.4999999888241291,50,3700,0.6236209869384766,0.2282591164112091,1.457403959648218e-05,0.22839891910552979,2.148648500442505,0.00013388553634285927,0.16218723356723785
1,75,3750,0.7625,-0.4999999888241291,50,3750,0.6264910101890564,0.05745953321456909,1.8810756955645047e-05,0.05755358561873436,2.181717872619629,0.0,0.1830563247203827
1,76,3800,0.7593333333333333,-0.4999999888241291,50,3800,0.6313534379005432,0.10435008257627487,5.7161641962011345e-06,0.10437866300344467,2.0787744522094727,0.0,0.22236084938049316
1,77,3850,0.7561666666666667,-0.4999999888241291,50,3850,0.6363270282745361,0.018903698772192,2.2814863768871874e-05,0.019017772749066353,2.1765289306640625,0.0,0.17724615335464478
1,78,3900,0.753,-0.4999999888241291,50,3900,0.6399818062782288,0.04255790263414383,1.4308102436189074e-05,0.04262944310903549,2.13679838180542,0.0,0.1652115285396576
1,79,3950,0.7498333333333334,-0.4999999888241291,50,3950,0.6463321447372437,0.12399471551179886,1.032214640872553e-05,0.12404632568359375,2.2269339561462402,0.0,0.19613726437091827
1,80,4000,0.7466666666666667,-0.4999999888241291,50,4000,0.6520604491233826,0.013825871981680393,6.005845534673426e-06,0.013855901546776295,2.232553243637085,0.0,0.21820677816867828
1,81,4050,0.7435,-0.4999999888241291,50,4050,0.6538136005401611,0.014917791821062565,1.1170865036547184e-05,0.015053264796733856,2.1580429077148438,0.00015923683531582355,0.1441798210144043
1,82,4100,0.7403333333333333,-0.4999999888241291,50,4100,0.6585631370544434,0.024192728102207184,1.2103660992579535e-05,0.024253247305750847,2.089982748031616,0.0,0.17547911405563354
1,83,4150,0.7371666666666667,-0.4999999888241291,50,4150,0.6625692844390869,0.02971773035824299,8.583721864852123e-06,0.02976064942777157,2.0992605686187744,0.0,0.1683957874774933
1,84,4200,0.734,-0.4999999888241291,50,4200,0.6665695905685425,0.1594877541065216,6.8294184529804625e-06,0.1595219075679779,2.124864101409912,0.0,0.13605046272277832
1,85,4250,0.7308333333333333,-0.4999999888241291,50,4250,0.6717555522918701,0.013326368294656277,3.0958167371863965e-06,0.0134283397346735,2.11311674118042,0.00017298315651714802,0.1527377963066101
1,86,4300,0.7276666666666667,-0.4999999888241291,50,4300,0.6738073229789734,0.06720393151044846,5.8435853134142235e-06,0.06723315268754959,2.1133944988250732,0.0,0.17806097865104675
1,87,4350,0.7245,-0.4999999888241291,50,4350,0.6756818294525146,0.01885778084397316,5.584020073001739e-06,0.019118579104542732,2.113039016723633,0.00046575977467000484,0.14540663361549377
1,88,4400,0.7213333333333334,-0.4999999888241291,50,4400,0.6813873648643494,0.024425415322184563,1.4373659723787569e-05,0.024528730660676956,2.059572219848633,6.289500743150711e-05,0.1488431990146637
1,89,4450,0.7181666666666666,-0.4999999888241291,50,4450,0.6852419972419739,0.12484176456928253,1.9085508029093035e-05,0.12493719160556793,2.037761688232422,0.0,0.2307271659374237
1,90,4500,0.7150000000000001,-0.4999999888241291,50,4500,0.6884971261024475,0.14893896877765656,6.108275556471199e-06,0.14896951615810394,2.0746304988861084,0.0,0.1643282026052475
1,91,4550,0.7118333333333333,-0.4999999888241291,50,4550,0.6931774616241455,0.13071878254413605,3.0662279186799424e-06,0.13073411583900452,2.130650520324707,0.0,0.17349261045455933
1,92,4600,0.7086666666666668,-0.4999999888241291,50,4600,0.6990386247634888,0.019514745101332664,7.586977062601363e-06,0.019552679732441902,2.086890697479248,0.0,0.23077954351902008
1,93,4650,0.7055,-0.4999999888241291,50,4650,0.705292820930481,0.06903926283121109,1.3487780961440876e-05,0.06910669803619385,2.1134519577026367,0.0,0.19192539155483246
1,94,4700,0.7023333333333333,-0.4999999888241291,50,4700,0.7098011374473572,0.008004335686564445,3.064149041165365e-06,0.008019656874239445,2.169517755508423,0.0,0.1936497688293457
1,95,4750,0.6991666666666667,-0.4999999888241291,50,4750,0.7162827253341675,0.01773836836218834,3.854025635519065e-06,0.017757639288902283,2.1757192611694336,0.0,0.2242257297039032
1,96,4800,0.696,-0.4999999888241291,50,4800,0.720322847366333,0.051739126443862915,3.6434048524824902e-06,0.051757343113422394,2.1679110527038574,0.0,0.18754947185516357
1,97,4850,0.6928333333333334,-0.4999999888241291,50,4850,0.7228966951370239,0.00849593710154295,8.342016371898353e-06,0.008537647314369678,2.141068696975708,0.0,0.2046433687210083
1,98,4900,0.6896666666666667,-0.4999999888241291,50,4900,0.7313089966773987,0.07600542157888412,1.3651096196554136e-05,0.07607367634773254,2.1277403831481934,0.0,0.19562409818172455
1,99,4950,0.6865,-0.4999999888241291,50,4950,0.7361673712730408,0.16312375664710999,3.3059122870326973e-06,0.16314028203487396,2.14218807220459,0.0,0.21532569825649261
1,100,5000,0.6833333333333333,-0.4999999888241291,50,5000,0.74433434009552,0.021125100553035736,5.130643330630846e-06,0.021150752902030945,2.1644585132598877,0.0,0.24767932295799255
1,101,5050,0.6801666666666667,-0.4999999888241291,50,5000,0.747455358505249,0.013501049019396305,5.234994659986114e-06,0.013527223840355873,2.112374782562256,0.0,0.22081319987773895
1,102,5100,0.677,-0.4999999888241291,50,5000,0.7521448731422424,0.24892613291740417,7.269657544384245e-06,0.24896247684955597,2.180109739303589,0.0,0.17579472064971924
1,103,5150,0.6738333333333333,-0.4999999888241291,50,5000,0.757025420665741,0.03464510291814804,7.1038307396520395e-06,0.03472662717103958,2.1222097873687744,9.201024658977985e-05,0.19525381922721863
1,104,5200,0.6706666666666667,-0.4999999888241291,50,5000,0.7623999118804932,0.11013464629650116,7.139090939745074e-06,0.11017034202814102,2.2097764015197754,0.0,0.19237108528614044
1,105,5250,0.6675,-0.4999999888241291,50,5000,0.7663122415542603,0.009853399358689785,3.89576007364667e-06,0.009872877970337868,2.1401009559631348,0.0,0.14525172114372253
1,106,5300,0.6643333333333333,-0.4999999888241291,50,5000,0.7709397077560425,0.05261647701263428,3.113264710918884e-06,0.05263204500079155,2.1150379180908203,0.0,0.16362479329109192
1,107,5350,0.6611666666666667,-0.4999999888241291,50,5000,0.7779206037521362,0.014925695024430752,8.22623314888915e-06,0.01496682595461607,2.1445398330688477,0.0,0.21202434599399567
1,108,5400,0.658,-0.4999999888241291,50,5000,0.7825542688369751,0.004461638163775206,4.398547389428131e-06,0.004483630880713463,2.113049030303955,0.0,0.1911115050315857
1,109,5450,0.6548333333333334,-0.4999999888241291,50,5000,0.7870532870292664,0.008058738894760609,3.3820379030657932e-06,0.008075648918747902,2.1222517490386963,0.0,0.16599726676940918
1,110,5500,0.6516666666666667,-0.4999999888241291,50,5000,0.7896295189857483,0.0978054404258728,5.1084211918350775e-06,0.09783098101615906,2.125537872314453,0.0,0.18722954392433167
1,111,5550,0.6485000000000001,-0.4999999888241291,50,5000,0.7937020063400269,0.18608877062797546,5.0605294745764695e-06,0.18623767793178558,2.147508382797241,0.0002472058404237032,0.14268949627876282
1,112,5600,0.6453333333333333,-0.4999999888241291,50,5000,0.7974704504013062,0.00831324327737093,4.934659045829903e-06,0.008337916806340218,2.0431811809539795,0.0,0.1848708838224411
1,113,5650,0.6421666666666668,-0.4999999888241291,50,5000,0.8053503632545471,0.11257196217775345,2.2866502149554435e-06,0.11258339881896973,2.0065340995788574,0.0,0.19889986515045166
1,114,5700,0.639,-0.4999999888241291,50,5000,0.808599591255188,0.014845308847725391,4.984678525943309e-06,0.014870231971144676,2.100937604904175,0.0,0.28363847732543945
1,115,5750,0.6358333333333333,-0.4999999888241291,50,5000,0.8147914409637451,0.1638968139886856,4.037681264890125e-06,0.16391700506210327,2.1143674850463867,0.0,0.21505366265773773
1,116,5800,0.6326666666666667,-0.4999999888241291,50,5000,0.8208822011947632,0.10793221741914749,3.1878230402071495e-06,0.10794815421104431,2.218230724334717,0.0,0.15865784883499146
1,117,5850,0.6295,-0.4999999888241291,50,5000,0.8235312104225159,0.025167550891637802,2.0502104234765284e-05,0.025270061567425728,2.0639331340789795,0.0,0.17269663512706757
1,118,5900,0.6263333333333334,-0.4999999888241291,50,5000,0.8294345736503601,0.06034143641591072,3.1559479793941136e-06,0.060357216745615005,2.1168878078460693,0.0,0.2420508861541748
1,119,5950,0.6231666666666666,-0.4999999888241291,50,5000,0.8335350155830383,0.14101427793502808,7.651310625078622e-06,0.14105252921581268,2.210447311401367,0.0,0.2824499011039734
1,120,6000,0.62,-0.4999999888241291,50,5000,0.8361042141914368,0.17309677600860596,1.9584022084018216e-06,0.17310656607151031,2.287872076034546,0.0,0.16290190815925598
1,121,6050,0.6168333333333333,-0.4999999888241291,50,5000,0.8409280776977539,0.006026884540915489,2.21109780795814e-06,0.006037939805537462,2.2555623054504395,0.0,0.22125349938869476
1,122,6100,0.6136666666666667,-0.4999999888241291,50,5000,0.844282865524292,0.056444380432367325,4.337312475399813e-06,0.05646606534719467,2.2518985271453857,0.0,0.2350357621908188
1,123,6150,0.6105,-0.4999999888241291,50,5000,0.8478520512580872,0.12199769914150238,1.4105948139331304e-05,0.12206822633743286,2.1770942211151123,0.0,0.23620930314064026
1,124,6200,0.6073333333333333,-0.4999999888241291,50,5000,0.849778413772583,0.007580974139273167,1.067538596544182e-05,0.007634351029992104,2.150937080383301,0.0,0.19707855582237244
