seed,episode,global_step,epsilon,episode_return,episode_steps,buffer_size,reward_weights_norm,sr_loss,reward_loss,total_loss,mean_q,margin_loss,mean_q_gap
2,1,50,0.9968333333333333,-0.4999999888241291,50,50,0.0,0.0,0.0,0.0,0.0,,
2,2,93,0.9936666666666667,0.5800000093877316,43,93,0.0,0.0,0.0,0.0,0.0,,
2,3,143,0.9905,-0.4999999888241291,50,143,0.10815306007862091,0.021034857258200645,0.029812902212142944,0.17009936273097992,0.05317701771855354,0.0,0.10471685975790024
2,4,193,0.9873333333333333,-0.4999999888241291,50,193,0.14654766023159027,0.009950167499482632,1.1280861144769005e-05,0.010006572119891644,0.2657701373100281,0.0,0.10687269270420074
2,5,243,0.9841666666666666,-0.4999999888241291,50,243,0.17504484951496124,0.003662257455289364,4.428807642398169e-06,0.003684401512145996,0.5032073855400085,0.0,0.12478695809841156
2,6,293,0.981,-0.4999999888241291,50,293,0.20123037695884705,0.004030332434922457,3.064793418161571e-06,0.00404565641656518,0.739578902721405,0.0,0.14103224873542786
2,7,343,0.9778333333333333,-0.4999999888241291,50,343,0.23055435717105865,0.007286855019629002,1.1816416645160643e-06,0.007292763330042362,0.9850928783416748,0.0,0.11168810725212097
2,8,373,0.9746666666666667,0.7100000064820051,30,373,0.24315966665744781,0.041730742901563644,5.696973857993726e-06,0.041759226471185684,1.095010757446289,0.0,0.11393974721431732
2,9,423,0.9715,-0.4999999888241291,50,423,0.2733587920665741,0.09617234021425247,6.440140714403242e-05,0.09649434685707092,1.322340488433838,0.0,0.18954959511756897
2,10,473,0.9683333333333334,-0.4999999888241291,50,473,0.31018558144569397,0.1218489333987236,1.9903958673239686e-05,0.12194845080375671,1.551518440246582,0.0,0.13892123103141785
2,11,523,0.9651666666666666,-0.4999999888241291,50,523,0.3301657736301422,0.06848511099815369,1.533130489406176e-05,0.06856177002191544,1.611876368522644,0.0,0.12102784961462021
2,12,573,0.962,-0.4999999888241291,50,573,0.35442620515823364,0.01188947819173336,3.1669792406319175e-06,0.011905313469469547,1.7327194213867188,0.0,0.11269041150808334
2,13,623,0.9588333333333333,-0.4999999888241291,50,623,0.38296738266944885,0.12390078604221344,5.5831915233284235e-06,0.12392870336771011,1.7960829734802246,0.0,0.10898207128047943
2,14,673,0.9556666666666667,-0.4999999888241291,50,673,0.402355819940567,0.015125993639230728,9.4686183729209e-06,0.015173336490988731,1.7487208843231201,0.0,0.13221436738967896
2,15,723,0.9525,-0.4999999888241291,50,723,0.4232533574104309,0.06129079684615135,4.803344381798524e-06,0.061314813792705536,1.787149429321289,0.0,0.10996301472187042
2,16,773,0.9493333333333334,-0.4999999888241291,50,773,0.44747623801231384,0.06660579144954681,0.012116216123104095,0.1271868646144867,1.8653137683868408,0.0,0.13267961144447327
2,17,823,0.9461666666666667,-0.4999999888241291,50,823,0.4673428237438202,0.0408167764544487,1.416384293406736e-06,0.040823858231306076,1.921349048614502,0.0,0.12756630778312683
2,18,873,0.9430000000000001,-0.4999999888241291,50,873,0.48313605785369873,0.05741504579782486,1.0741585356299765e-05,0.05750523507595062,1.7423102855682373,7.296656258404255e-05,0.13948987424373627
2,19,923,0.9398333333333333,-0.4999999888241291,50,923,0.5059019327163696,0.01697053760290146,0.009935157373547554,0.06664632260799408,1.748578667640686,0.0,0.1427420675754547
2,20,973,0.9366666666666666,-0.4999999888241291,50,973,0.5220816731452942,0.009642262011766434,8.308084034069907e-06,0.009683802723884583,1.6590464115142822,0.0,0.14544034004211426
2,21,1023,0.9335,-0.4999999888241291,50,1023,0.5346440672874451,0.023472076281905174,1.1640696357062552e-05,0.023530280217528343,1.5694115161895752,0.0,0.1331489533185959
2,22,1073,0.9303333333333333,-0.4999999888241291,50,1073,0.5453668832778931,0.016776951029896736,5.4976713727228343e-05,0.017236236482858658,1.471940279006958,0.00036880536936223507,0.12313271313905716
2,23,1123,0.9271666666666667,-0.4999999888241291,50,1123,0.551506519317627,0.010146578773856163,1.1363117664586753e-05,0.01020339410752058,1.41343355178833,0.0,0.13689596951007843
2,24,1173,0.924,-0.4999999888241291,50,1173,0.5648339986801147,0.012698889710009098,4.678832738136407e-06,0.012742405757308006,1.569562315940857,4.0243612602353096e-05,0.11586584895849228
2,25,1223,0.9208333333333334,-0.4999999888241291,50,1223,0.5797968506813049,0.009406829252839088,7.128117431420833e-06,0.009442470036447048,1.645480990409851,0.0,0.2258227914571762
2,26,1273,0.9176666666666666,-0.4999999888241291,50,1273,0.5910491347312927,0.006530743557959795,2.0058008885825984e-05,0.00663103349506855,1.7357839345932007,0.0,0.20263832807540894
2,27,1323,0.9145,-0.4999999888241291,50,1323,0.6067720055580139,0.010339695028960705,0.006983767729252577,0.0452585332095623,1.8411675691604614,0.0,0.20768646895885468
2,28,1373,0.9113333333333333,-0.4999999888241291,50,1373,0.6250595450401306,0.009554622694849968,1.2306967619224451e-05,0.009616157971322536,2.1234493255615234,0.0,0.16199906170368195
2,29,1423,0.9081666666666667,-0.4999999888241291,50,1423,0.6305176019668579,0.042918380349874496,1.1849792826978955e-05,0.04297763109207153,2.0112085342407227,0.0,0.14152657985687256
2,30,1473,0.905,-0.4999999888241291,50,1473,0.6244813203811646,0.0077262516133487225,6.988338100200053e-06,0.007761193439364433,2.050039052963257,0.0,0.13060617446899414
2,31,1523,0.9018333333333334,-0.4999999888241291,50,1523,0.6455250382423401,0.01515985932201147,1.2956425052834675e-05,0.015224641188979149,2.1839184761047363,0.0,0.13982774317264557
2,32,1573,0.8986666666666667,-0.4999999888241291,50,1573,0.6526123881340027,0.09264828264713287,1.5577948943246156e-05,0.09272617101669312,2.0355095863342285,0.0,0.1427529752254486
2,33,1623,0.8955,-0.4999999888241291,50,1623,0.656831681728363,0.025212425738573074,1.4062488844501786e-05,0.025282738730311394,1.8522242307662964,0.0,0.26377177238464355
2,34,1673,0.8923333333333333,-0.4999999888241291,50,1673,0.6562385559082031,0.010562751442193985,6.1152059060987085e-06,0.010744566097855568,1.882810354232788,0.00030247587710618973,0.13465827703475952
2,35,1723,0.8891666666666667,-0.4999999888241291,50,1723,0.6595685482025146,0.010313712991774082,1.5943982361932285e-05,0.010393433272838593,1.8435829877853394,0.0,0.16565288603305817
2,36,1773,0.886,-0.4999999888241291,50,1773,0.6651387810707092,0.010855649597942829,7.821800863894168e-06,0.010916367173194885,1.8254121541976929,4.3216394260525703e-05,0.16006366908550262
2,37,1823,0.8828333333333334,-0.4999999888241291,50,1823,0.6796201467514038,0.04058358445763588,1.9767594494624063e-06,0.0405934676527977,2.1141700744628906,0.0,0.17235253751277924
2,38,1873,0.8796666666666667,-0.4999999888241291,50,1873,0.6819868087768555,0.04516841471195221,2.3466553102480248e-05,0.045285746455192566,1.9992796182632446,0.0,0.1665099561214447
2,39,1923,0.8765000000000001,-0.4999999888241291,50,1923,0.6957460641860962,0.012238995172083378,5.958563178865006e-06,0.012268788181245327,2.1786797046661377,0.0,0.1699461042881012
2,40,1973,0.8733333333333333,-0.4999999888241291,50,1973,0.7067520022392273,0.14497452974319458,1.2937455721839797e-05,0.14503921568393707,2.0948166847229004,0.0,0.2278067171573639
