seed,episode,global_step,epsilon,episode_return,phi_norm,reward_weights_norm,sr_loss,reward_loss,total_loss
0,53,2609,0.3706250000000001,-0.4999999888241291,14113.873046875,0.01732988841831684,530886.3125,0.003254315350204706,530886.375
0,54,2654,0.35875,0.5600000098347664,11834.7587890625,0.01732962764799595,16595455.0,0.0003521658363752067,16595455.0
0,55,2704,0.34687500000000004,-0.4999999888241291,13475.470703125,0.0173292588442564,283396.65625,0.10445089638233185,283398.75
0,56,2754,0.3350000000000001,-0.4999999888241291,11986.4970703125,0.017328986898064613,14130840.0,0.005655284039676189,14130840.0
0,57,2804,0.323125,-0.4999999888241291,13927.0546875,0.017328672111034393,638415.625,0.04222662001848221,638416.5
0,58,2854,0.31125,-0.4999999888241291,12245.2138671875,0.017328355461359024,403034.875,0.03952128440141678,403035.65625
0,59,2904,0.29937499999999995,-0.4999999888241291,14131.5908203125,0.017327995970845222,15909779.0,0.00106870720628649,15909779.0
0,60,2951,0.2875000000000001,0.5400000102818012,11826.37890625,0.017327552661299706,12864756.0,0.11527413129806519,12864758.0
0,61,3001,0.2756250000000001,0.5100000109523535,12245.2109375,0.01732715405523777,424226.96875,0.5053159594535828,424237.0625
0,62,3051,0.26375000000000004,-0.4999999888241291,11519.669921875,0.01732628419995308,14976598.0,0.002379623707383871,14976598.0
0,63,3101,0.25187500000000007,-0.4999999888241291,11943.1630859375,0.017325781285762787,521134.59375,0.00317583279684186,521134.65625
0,64,3151,0.24,-0.4999999888241291,12696.60546875,0.0173252634704113,37592244.0,0.00784265249967575,37592244.0
0,65,3201,0.22812500000000002,-0.4999999888241291,12095.2607421875,0.017324570566415787,624160.375,0.022044332697987556,624160.8125
0,66,3251,0.21625000000000005,-0.4999999888241291,12127.0615234375,0.01732410490512848,35117924.0,0.0018329122103750706,35117924.0
0,67,3301,0.20437499999999997,-0.4999999888241291,11793.7724609375,0.017323719337582588,15784992.0,0.1312391608953476,15784995.0
0,68,3351,0.1925,-0.4999999888241291,10950.3369140625,0.017323177307844162,512518.5625,0.0005825770786032081,512518.5625
0,69,3401,0.18062500000000004,-0.4999999888241291,11237.416015625,0.01976611278951168,15101494.0,0.0989893227815628,15101496.0
0,70,3451,0.16875000000000007,-0.4999999888241291,11509.4853515625,0.019766008481383324,39522084.0,0.44471603631973267,39522092.0
0,71,3501,0.1568750000000001,-0.4999999888241291,10782.9775390625,0.019765537232160568,12330318.0,0.005705282557755709,12330318.0
0,72,3551,0.14500000000000002,-0.4999999888241291,11273.8837890625,0.019764840602874756,14594999.0,0.016496747732162476,14594999.0
0,73,3601,0.13312500000000005,-0.4999999888241291,10807.1337890625,0.019764471799135208,12413757.0,0.12372519820928574,12413759.0
0,74,3651,0.12124999999999997,-0.4999999888241291,12011.00390625,0.019764216616749763,14263625.0,0.020850861445069313,14263625.0
0,75,3701,0.109375,-0.4999999888241291,10520.1669921875,0.01976732723414898,371445.4375,0.0005566033651120961,371445.4375
0,76,3751,0.09750000000000003,-0.4999999888241291,11300.0576171875,0.01977558620274067,13126064.0,0.00203165621496737,13126064.0
0,77,3801,0.08562500000000006,-0.4999999888241291,11961.50390625,0.019773738458752632,8004226.5,0.012182241305708885,8004226.5
0,78,3851,0.0737500000000001,-0.4999999888241291,9571.998046875,0.019774015992879868,22739216.0,0.0006023098831064999,22739216.0
0,79,3901,0.06187500000000001,-0.4999999888241291,11810.4765625,0.019771553575992584,20627374.0,0.07250326126813889,20627376.0
0,80,3951,0.050000000000000044,-0.4999999888241291,12445.0322265625,0.0197687279433012,373678.1875,0.024563482031226158,373678.6875
0,81,4001,0.05,-0.4999999888241291,9687.6767578125,0.019764047116041183,10885684.0,0.0017587081529200077,10885684.0
0,82,4032,0.05,0.7000000067055225,9538.072265625,0.01976844295859337,14700991.0,0.031427253037691116,14700992.0
0,83,4082,0.05,-0.4999999888241291,11169.9580078125,0.019766809418797493,7462693.0,0.002666981890797615,7462693.0
0,84,4132,0.05,-0.4999999888241291,9160.76171875,0.01976620964705944,7462742.5,0.0026921257376670837,7462742.5
0,85,4182,0.05,-0.4999999888241291,11934.609375,0.019766584038734436,7702057.5,0.0029238718561828136,7702057.5
0,86,4232,0.05,-0.4999999888241291,8279.259765625,0.019764099270105362,10208770.0,0.1223163902759552,10208772.0
0,87,4282,0.05,-0.4999999888241291,8549.8486328125,0.01976616494357586,379786.8125,0.0314154289662838,379787.4375
0,88,4332,0.05,-0.4999999888241291,11475.623046875,0.01976548135280609,6696337.0,0.021054869517683983,6696337.5
0,89,4382,0.05,-0.4999999888241291,10542.748046875,0.01976417377591133,6716950.5,0.0408935546875,6716951.5
0,90,4417,0.05,0.6600000075995922,8245.033203125,0.02037559635937214,6684773.0,0.005012997891753912,6684773.0
0,91,4467,0.05,-0.4999999888241291,7469.89111328125,0.02349979430437088,553635.125,0.0008864838164299726,553635.125
0,92,4517,0.05,-0.4999999888241291,11271.169921875,0.023541288450360298,1172647.0,0.1893147975206375,1172650.75
0,93,4567,0.05,-0.4999999888241291,7949.66796875,0.025381319224834442,705477.3125,0.0146527960896492,705477.625
0,94,4617,0.05,-0.4999999888241291,12053.771484375,0.025367222726345062,8462086.0,0.015869218856096268,8462086.0
0,95,4667,0.05,-0.4999999888241291,12613.55859375,0.025362391024827957,1468215.875,0.00133287045173347,1468215.875
0,96,4717,0.05,-0.4999999888241291,13531.6220703125,0.025359665974974632,14722215.0,0.06355268508195877,14722216.0
0,97,4767,0.05,-0.4999999888241291,11644.353515625,0.025357931852340698,1130287.125,0.0005224737687967718,1130287.125
0,98,4817,0.05,-0.4999999888241291,14456.4697265625,0.02535490319132805,13476372.0,0.20420828461647034,13476376.0
0,99,4867,0.05,-0.4999999888241291,14444.5693359375,0.025350848212838173,21719568.0,0.12635180354118347,21719570.0
0,100,4917,0.05,-0.4999999888241291,9423.3369140625,0.025345975533127785,23566166.0,0.009552465751767159,23566166.0
