seed,episode,global_step,epsilon,episode_return,episode_steps,buffer_size,reward_weights_norm,sr_loss,reward_loss,total_loss,mean_q,margin_loss,mean_q_gap
0,1,50,0.9968333333333333,-0.4999999888241291,50,50,0.0,0.0,0.0,0.0,0.0,,
0,2,100,0.9936666666666667,-0.4999999888241291,50,100,0.004044705536216497,0.02205183543264866,8.90258961590007e-05,0.07209122180938721,3.32715135300532e-05,0.09918851405382156,0.0008114833035506308
0,3,150,0.9905,-0.4999999888241291,50,150,0.10615397244691849,0.018033385276794434,8.720409709894739e-07,0.018037745729088783,0.07208297401666641,0.0,0.10158202797174454
0,4,200,0.9873333333333333,-0.4999999888241291,50,200,0.135229229927063,0.00975864753127098,8.572139904572396e-07,0.009762933477759361,0.2682521939277649,0.0,0.10224799811840057
0,5,248,0.9841666666666666,0.5300000105053186,48,248,0.16108442842960358,0.004749450832605362,6.524145419462002e-07,0.004752712789922953,0.4937100410461426,0.0,0.1216961219906807
0,6,298,0.981,-0.4999999888241291,50,298,0.18489910662174225,0.004884157329797745,7.503468623326626e-06,0.004921674728393555,0.7765513062477112,0.0,0.10938237607479095
0,7,348,0.9778333333333333,-0.4999999888241291,50,348,0.21694722771644592,0.026409443467855453,9.863123523246031e-06,0.026458758860826492,1.0449119806289673,0.0,0.10217192769050598
0,8,398,0.9746666666666667,-0.4999999888241291,50,398,0.23627519607543945,0.011710725724697113,2.0423945898073725e-05,0.0118128452450037,1.1806652545928955,0.0,0.11850273609161377
0,9,448,0.9715,-0.4999999888241291,50,448,0.2551839053630829,0.08972887694835663,0.023619532585144043,0.20782653987407684,1.267119288444519,0.0,0.11782151460647583
0,10,498,0.9683333333333334,-0.4999999888241291,50,498,0.2766527235507965,0.016336588189005852,1.4829002793703694e-05,0.01641073264181614,1.434077262878418,0.0,0.11386797577142715
0,11,548,0.9651666666666666,-0.4999999888241291,50,548,0.2964531183242798,0.020131614059209824,6.46360922473832e-06,0.02016393281519413,1.449134111404419,0.0,0.14635449647903442
0,12,598,0.962,-0.4999999888241291,50,598,0.31034451723098755,0.01979893259704113,1.8191864000982605e-05,0.019889891147613525,1.6188613176345825,0.0,0.13675902783870697
