seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
2,ppo,transition_change,full,1,0.9096079059675628,10.03921568627451,-0.08575378358364105,,,
2,ppo,transition_change,full,2,0.9096078311695772,10.03921568627451,-0.021098723635077477,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,3,0.9096078311695772,10.03921568627451,-0.26216334104537964,,,
2,ppo,transition_change,full,4,0.9096079059675628,10.03921568627451,-0.13752402365207672,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,5,0.9096079059675628,10.03921568627451,-0.07580775022506714,,,
2,ppo,transition_change,full,6,0.9096078311695772,10.03921568627451,-0.03863215073943138,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,7,0.9096079059675628,10.03921568627451,-0.08394665271043777,,,
2,ppo,transition_change,full,8,0.9096079059675628,10.03921568627451,0.08384578675031662,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,9,0.9096079059675628,10.03921568627451,-0.004645570646971464,,,
2,ppo,transition_change,full,10,0.9115384908822867,9.846153846153847,-0.04422023519873619,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,11,0.9096079059675628,10.03921568627451,-0.02223237231373787,,,
2,ppo,transition_change,full,12,0.9096078311695772,10.03921568627451,-0.08354256302118301,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,13,0.9096078311695772,10.03921568627451,-0.1021103784441948,,,
2,ppo,transition_change,full,14,0.9096079059675628,10.03921568627451,0.036228206008672714,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,15,0.9115384908822867,9.846153846153847,-0.18288899958133698,,,
2,ppo,transition_change,full,16,0.9096078311695772,10.03921568627451,-0.10726149380207062,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,17,0.9096079059675628,10.03921568627451,-0.12919889390468597,,,
2,ppo,transition_change,full,18,0.9096078311695772,10.03921568627451,0.22488340735435486,1.0,0.9100000020116568,10.0
2,ppo,transition_change,full,19,0.9096079059675628,10.03921568627451,-0.09954273700714111,,,
2,ppo,transition_change,full,20,0.9096078311695772,10.03921568627451,-0.032867301255464554,1.0,0.9100000020116568,10.0
